NodeID,Focused_or_Related,Chinese_Name,English_Name,Pinyin_Name,YOB,YOB_ReferenceA,YOB_ReferenceB,YOB_ReferenceC,YOD,YOD_ReferenceA,YOD_ReferenceB,YOD_ReferenceC,Dialect_Group_Chinese,Dialect_Group_English,Node_Size,Hometown_in_Details_Chinese,Hometown_in_Details_English,Search_by_Place_of_Origin_Chinese,Search_by_Place_of_Origin_English,Search_by_Place_of_Birth_Chinese,Search_by_Place_of_Birth_English,NLB_Link,Reference1,Reference1Link,Reference2_Chinese,Reference2_English,Reference2Link,Reference2_Complete_Index1,Reference2_Short_Index 2
314,Related,杨如陵,Nil,Yang Ruling,1907,Nil,Nil,Nil,Nil,Nil,Nil,Nil,客,Hakka,1,广东省大埔县,"Dapu County, Guangdong Province",广东,Guangdong,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
315,Related,林景烈,Nil,Lin Jinglie,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
316,Related,陈玉合,Nil,Chen Yuhe,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省永春县,"Yongchun County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
317,Related,杨鸿泰,Nil,Yang Hongtai,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
318,Related,陈若铨,Nil,Chen Ruoquan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省永春县,"Yongchun County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
319,Related,陈振盛,Nil,Chen Zhensheng,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
320,Related,洪俊成,Nil,Hong Juncheng,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建,Fujian,福建,Fujian,马六甲,Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
321,Related,洪捷发,Nil,Hong Jiefa,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
322,Related,章三潮,Nil,Zhang Sanchao,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
323,Related,沈阿溪,Nil,Shen Axi,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
324,Related,黄宗山,Nil,Huang Zongshan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
325,Related,黄祥达,Nil,Huang Xiangda,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
326,Related,郑玉瓞,Nil,Zheng Yudie,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省漳州市,"Quzhou City, Fujian Province",福建,Fujian,马六甲,Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
327,Related,陈明远,Nil,Chen Mingyuan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
328,Related,陈庆照,Nil,Chen Qingzhao,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
329,Related,泰王,Nil,Taiwang,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
330,Related,陈德道,Nil,Chen Dedao,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
331,Related,陈季良,Nil,Chen Jiliang,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
332,Related,龚光传,Nil,Gong Guangchuan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省漳州,"Zhangzhou, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
333,Related,陈静雅,Nil,Chen Jingya,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省海澄县,"Haicheng County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
334,Related,龚菽惠,Nil,Gong Shuhui,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省漳州,"Zhangzhou, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
335,Related,蔡绵溪,Nil,Cai Mianxi,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,马六甲,Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
336,Related,陈文确,Nil,Chen Wenque,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省同安县,"Tong'an County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
337,Related,谢源英,Nil,Xie Yuanying,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
338,Related,陈思源,Nil,Chen Siyuan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省永春县,"Yongchun County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
339,Related,李庆烈,Nil,Li Qinglie,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,马六甲,Malacca,马六甲,Malacca,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
340,Related,李攀福,Nil,Li Panfu,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
341,Related,陈仙精,Nil,Chen Xianjing,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
342,Related,曾江水,Nil,Zeng Jiangshui,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
343,Related,陈温祥,Nil,Chen Wenxiang,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
344,Related,陈达贤,Nil,Chen Daxian,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
345,Related,刘隆镇,Nil,Liu longzhen,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,潮,Teochew,1,广东省潮安县,"Chao'an County, Guangdong Province",广东,Guangdong,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
346,Related,张善庆,Nil,Zhang Shanqing,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省南靖县,"Nanjing County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
347,Related,刘溪士,Nil,Liu Xishi,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,新加坡,Singapore,新加坡,Singapore,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
348,Related,杨本盛,Nil,Yang Bensheng,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省金门县,"Jinmen County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
349,Related,陈正端,Nil,Chen Zhengduan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,新加坡,Singapore,新加坡,Singapore,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
350,Related,陈合盛,Nil,Chen Hesheng,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
351,Related,阿瑟•杨格,Nil,Ase Yangge,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
352,Related,张贵添,Nil,Zhangguitian,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
353,Related,罗窗绮,Nil,Luo Chuangqi,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
354,Related,林德为,Nil,Lin Dewei,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
355,Related,徐桂梦,Nil,Xu Guimeng,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省漳州市,"Quzhou City, Fujian Province",福建,Fujian,马六甲,Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
356,Related,罗丰禄,Nil,Luo Fenglu,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
357,Related,蔡仰泰,Nil,Cai Yangtai,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建,Fujian,福建,Fujian,马六甲,Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
358,Related,宾威廉,Nil,Binweilian,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,英国,United Kingdom,英国,United Kingdom,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
359,Related,库克姑娘,Nil,Kuke Guniang,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
360,Related,基斯柏里,Nil,Jisiboli,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
361,Related,格兰特,Nil,Gelante,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,英国,United Kingdom,英国,United Kingdom,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
362,Related,陈德顺,Nil,Chen Desun,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
363,Related,陈有为,Nil,Chen Youwei,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
364,Related,陈有余,Nil,Chen Youyu,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
365,Related,陈玉英,Nil,Chen Yahan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
366,Related,宋振荣,Nil,Song Zhenrong,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
367,Related,赵恭喜,Nil,Zhao Gongxi,1873,Nil,Nil,Nil,1943,Nil,Nil,Nil,粤,Canton,1,广东省新宁县,"Xinning County, Guangdong Province",广东,Guangdong,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
368,Related,陈丙荣,Nil,Chen Bingrong,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建,Fujian,福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
369,Related,陈秋金,Nil,Chen Qiujin,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
370,Related,郑文德,Nil,Zheng Wende,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
371,Focused,陈谦福,Tan Kheam Hock,Chen Qianfu,1862,"1862, 新华历史人物列传, p94","1862, One hundred years' history of the Chinese in Singapore",Nil,1922,"1922, 新华历史人物列传, p94","1922, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,槟城,Penang,槟城,Penang,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/vHaD1k5ULS8&label=Tan,%20Kheam%20Hock",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.ix, xiv, 358, 359, 360, 361, 362, 532, 571, 587, 649, 702, 703, 718, 793, 825","p.ix, xiv, etc."
