NodeID,Focused_or_Related,Chinese_Name,English_Name,Pinyin_Name,YOB,YOB_ReferenceA,YOB_ReferenceB,YOB_ReferenceC,YOD,YOD_ReferenceA,YOD_ReferenceB,YOD_ReferenceC,Dialect_Group_Chinese,Dialect_Group_English,Node_Size,Hometown_in_Details_Chinese,Hometown_in_Details_English,Search_by_Place_of_Origin_Chinese,Search_by_Place_of_Origin_English,Search_by_Place_of_Birth_Chinese,Search_by_Place_of_Birth_English,NLB_Link,Reference1,Reference1Link,Reference2_Chinese,Reference2_English,Reference2Link,Reference2_Complete_Index1,Reference2_Short_Index 2
50,Focused,胡少炎,Oh Siow Yam,Hu Shaoyan,Nil,"约1895, 新华历史人物列传, p149",Nil,Nil,1983,"1983, 新华历史人物列传, p149",Nil,Nil,闽,Hokkien,100,福建省惠安县,"Hui'an County, Fujian Province",福建,Fujian,金门,Kinmen,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/uUieZpgI_WU&label=Oh,%20Siow%20Yam",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
51,Focused,林惠祥,Lin Huixiang,Lin Huixiang,1901,"1901, 新华历史人物列传, p135",Nil,Nil,1958,"1958, 新华历史人物列传, p135",Nil,Nil,闽,Hokkien,100,福建省晋江县,"Jinjiang County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/4NOx4_83nTI&label=Lin,%20Huixiang",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
52,Focused,陈维龙,Tan Ee Leong,Chen Weilong,1897,"1897, 新华历史人物列传, p91",Nil,Nil,1988,"1988, 新华历史人物列传, p91",Nil,Nil,闽,Hokkien,100,福建省永春县,"Yongchun County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/je-uuRsdkpY&label=Tan,%20Ee%20Leong",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,p.581,p.581.
53,Focused,林邦彦,Lim Pang Gan,Lin Bangyan,1894,Nil,Nil,Nil,1986,"1986, 新华历史人物列传, p124",Nil,Nil,闽,Hokkien,100,福建省永春县,"Yongchun County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/rXkyKH5c2qg&label=Lim,%20Pang%20Gan",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
54,Related,史联对,Nil,Shi Liandui,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省泉州市,"Quanzhou City, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
55,Focused,陈育崧,Tan Yeok Seong,Chen Yusong,1900,"1900, 新华历史人物列传, p83",Nil,Nil,1984,"1984, 新华历史人物列传, p83",Nil,Nil,闽,Hokkien,100,福建省海澄县,"Haicheng County, Fujian Province",福建,Fujian,槟城,Penang,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/6MxHsJqxrKY&label=Tan,%20Yeok%20Seong",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
56,Focused,林文庆,Lim Boon Keng,Lin Wenqing,1869,"1869, 新华历史人物列传, p119",Nil,Nil,1957,"1957, 新华历史人物列传, p119",Nil,Nil,闽,Hokkien,100,福建省海澄县,"Haicheng County, Fujian Province",福建,Fujian,新加坡,Singapore,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/1WGpZVy6U7U&label=Lim,%20Boon%20Keng",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.ix, x, xii, xiii, xiv, xviii, xxii, xxvii, xxx, xxxiv, 6, 31, 137, 150, 151, 164, 182, 201, 235, 255, 273, 285, 327, 328, 329, 330, 331, 332, 334, 344, 345 ,386, 388, 399, 400, 401, 402, 416, 418 ,419, 420, 421, 428, 429, 430, 431, 440, 442, 454, 464, 468, 470, 477, 483, 492, 528, 530, 532, 536, 541, 551, 557, 558, 561, 571, 579, 581, 586, 588, 606, 624, 625, 648, 658, 688, 692, 716, 718, 719, 722, 740, 741, 745, 749, 752, 753, 754, 755, 757, 760, 762, 765, 769, 773, 776, 777, 779, 782, 786, 787, 801, 808, 809,812, 813, 823, 828, 829","p.6, 31, etc."
57,Focused,陈武烈,Tan Boo Liat,Chen Wulie,1874,"1874, 新华历史人物列传, p83",Nil,Nil,1934,"1934, 新华历史人物列传, p83",Nil,Nil,闽,Hokkien,100,福建省海澄县,"Haicheng County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/yMyJnjVo5gY&label=Tan,%20Boo%20Liat",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.x, xiv, xxxvi, 215, 216, 227, 412, 430, 447, 483, 502, 588, 649,658, 674, 703, 818, 824","p.x, xiv, etc."
58,Related,杨骚,Nil,Yang Sao,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省漳州,"Zhangzhou, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
59,Related,吴应隆,Nil,Wu Yinglong,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省诏安县,"Chun'an County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
60,Focused,吴寿珍,Goh Siew Tin,Wu Shouzhen,1854,"1854, 新华历史人物列传, p62",Nil,Nil,1909,"1909, 新华历史人物列传, p62",Nil,Nil,闽,Hokkien,100,福建省诏安县,"Chun'an County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/aSmFqnKYqrM&label=Goh,%20Siew%20Tin",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.203, 287, 559, 561, 571, 588, 807","p.203, 287, etc."
61,Related,薛永黍,Nil,Xue Yongshu,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省金门,"Jinmen, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
62,Related,洪丝丝,Nil,Hong Sisi,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省金门县,"Jinmen County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
63,Related,王源兴,Nil,Wang Yuanxing,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,1,福建省龙岩县,"Longyan County, Fujian Province",福建,Fujian,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
64,Focused,侯西反,Hau Say-huan,Hou Xifan,1883,"1883, 新华历史人物列传, p154",Nil,Nil,1944,"1944, 新华历史人物列传, p154",Nil,Nil,闽,Hokkien,100,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/8KYLQuJq13Y&label=Hau,%20Say-huan",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
65,Related,李约瑟,Nil,Li Yuese,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,英国,United Kingdom,英国,United Kingdom,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
66,Focused,白清泉,Pek Cheng Chuan,Bai Qingquan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/bjERHPcpnBo&label=Pek,%20Cheng%20Chuan",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
67,Focused,蔡金吉,Choa Kim Keat,Cai Jinji,1859,"1859, 新华历史人物列传, p207",Nil,Nil,1907,"1907, 新华历史人物列传, p207",Nil,Nil,闽,Hokkien,100,福建,Fujian,福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/QA2Y9MGr1iE&label=Choa,%20Kim%20Keat",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.x, xv, 362, 407, 410, 411, 467, 571, 802","p.x, xv, etc."
68,Focused,蔡金钟,Chua Kim Cheng,Cai Jinzhong,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/kFm3H85C1iA&label=Chua,%20Kim%20Cheng",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
69,Focused,曹亚志,Chow Ah Chey,Cao Yazhi,1782,"1782, 新华历史人物列传, p183",Nil,Nil,1830,"1830, 新华历史人物列传, p183",Nil,Nil,粤,Canton,100,广东省台山县,"Taishan County, Guangdong Province",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/Tv_J6kx4rBY&label=Chow,%20Ah%20Chey",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
70,Focused,陈成宝,Tan Seng Poh,Chen Chengbao,1830,"1830, 新华历史人物列传, p76",Nil,Nil,1879,"1879, 新华历史人物列传, p76",Nil,Nil,潮,Teochew,100,广东省潮安县,"Chao'an County, Guangdong Province",广东,Guangdong,吡叻州,Perak,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/UE60xiWL1wQ&label=Tan,%20Seng%20Poh",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, xxxvii, 28, 62, 84, 189, 190, 191, 192, 215, 222, 226, 230, 235, 237, 245, 247, 253, 259, 264, 270, 282, 283, 291, 475, 487, 808, 821, 826","p.viii, xxxvii, etc."
71,Focused,陈楚楠,Tan Chor Lam,Chen Chunan,1884,"1884, 新华历史人物列传, p95","1884, One hundred years' history of the Chinese in Singapore",Nil,1971,"1971, 新华历史人物列传, p95","1971, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省厦门市,"Xiamen City, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/W_qFAPj71FQ&label=Tan,%20Chor%20Lam",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.673, 826","p.673, 826, etc."
72,Focused,陈笃生,Tan Tock Seng,Chen Dusheng,1798,"1798, 新华历史人物列传, p86","1798, One hundred years' history of the Chinese in Singapore",Nil,1850,"1850, 新华历史人物列传, p86","1850, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/SZQ0-Eg2OaI&label=Tan,%20Tock%20Seng",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.vii, xi, xxxvii, 36, 57, 64, 66, 68, 75, 84, 91, 92, 93, 94, 95, 96, 97, 98, 99, 102, 122, 124, 132, 134, 139, 148, 153, 162, 163, 166, 168, 173, 188, 189, 193, 213, 243, 273, 282, 364, 383, 389, 420, 447, 545, 574, 660, 661, 693, 705, 754, 759, 767, 784, 796, 798, 804, 809, 810, 812, 817, 824, 825, 826","p.vii, xi, etc."
73,Focused,陈恭锡,Tan Keong Saik,Chen Gongxi,1850,"1850, 新华历史人物列传, p90",Nil,Nil,1909,"1909, 新华历史人物列传, p90",Nil,Nil,闽,Hokkien,100,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/TZsTLGv-VBg&label=Tan,%20Keong%20Saik",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.ix, xiv, 163, 290, 296, 300, 310, 312, 313, 320, 350, 352, 366, 370, 387, 413, 497, 536, 559, 748, 757, 769, 825","p.ix, xiv, etc."
74,Focused,陈金声,Tan Kim Seng,Chen Jinsheng,1805,"1805, 新华历史人物列传, p81",Nil,Nil,1864,"1864, 新华历史人物列传, p81",Nil,Nil,闽,Hokkien,100,福建省永春县,"Yongchun County, Fujian Province",福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/NUgZcmpW4M0&label=Tan,%20Kim%20Seng",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.vii, xiii, 36, 66, 67, 72, 77, 91, 118, 119, 120, 122, 127, 130, 132, 133, 185, 215, 243, 279, 292, 403, 534, 734, 798, 809, 815, 820, 825","p.vii, xii, etc."
75,Focused,陈金钟,Tan Kim Ching (Cheng),Chen Jinzhong,1829,"1829, 新华历史人物列传, p82","1829, One hundred years' history of the Chinese in Singapore",Nil,1892,"1892, 新华历史人物列传, p82","1892, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省海澄县,"Haicheng County, Fujian Province",福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/sfW7ug_cULQ&label=Tan,%20Kim%20Ching",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, xiii, xxxvii, 57, 93, 94, 95, 98, 130, 134, 135, 153, 168, 186, 205, 218, 226, 229, 230, 237, 243, 245, 248, 257, 259, 264, 270, 287, 320, 338, 340, 351, 364, 412, 414, 425, 447, 753, 825","p.viii, xiii, etc."
76,Focused,陈明水,Tan Beng Swee,Chen Mingshui,1828,"1828, 新华历史人物列传, p80","1828, One hundred years' history of the Chinese in Singapore",Nil,1884,"1884, 新华历史人物列传, p80","1884, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省永春县,"Yongchun County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/I-46To1i4V4&label=Tan,%20Beng%20Swee",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, ix, xiii, xxxvi, 36, 94, 95, 97, 130, 131, 132, 133, 136, 139, 186, 197, 230, 237, 248, 257, 264, 270, 271, 273, 282, 292, 295, 300, 310, 389, 534, 798, 821, 824","p.viii, ix, etc."
77,Focused,陈齐贤,Tan Chay Yan,Chen Qixian,1871,Nil,"1870, One hundred years' history of the Chinese in Singapore",Nil,1916,,"1916, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/wgiF7NOFqE8&label=Tan,%20Chay%20Yan",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.x, xv, xxxvi, 64, 248,  414, 416, 417, 457, 531, 644, 702, 824","p.x, xv, etc."
78,Focused,陈人浩,Chen Jen Hao,Chen Renhao,1908,"1908, 新华历史人物列传, p67",Nil,Nil,1976,"1976, 新华历史人物列传, p67",Nil,Nil,闽,Hokkien,100,福建省福州市,Fuzhou city of Fujian,福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/Uy_bIIorbFY&label=Chen,%20Jen%20Hao",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
79,Focused,陈若锦,Tan Jiak Kim,Chen Roujin,1859,"1859, 新华历史人物列传, p85","1859, One hundred years' history of the Chinese in Singapore",Nil,1917,"1917, 新华历史人物列传, p85","1917, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省永春县,"Yongchun County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/ZoFXPI2DB8o&label=Tan,%20Jiak%20Kim",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.ix, xi, xiv, xxxvii, 119, 130, 132, 139, 271, 272, 273, 274, 275, 276, 277, 278, 298, 310, 320, 332, 338, 346, 353, 362, 367, 370, 372, 383, 387, 388, 398, 401, 403, 412, 416, 419, 421, 422, 427, 429, 440, 471, 497, 516, 529, 530, 531, 532, 534, 535, 539, 552, 553, 555, 559, 561, 571, 572, 575, 579, 581, 589, 590, 594, 596, 598, 603, 628, 645, 647, 648, 649, 651, 652, 654, 655, 681, 682 , 689, 697, 703, 718, 719, 734, 739, 742, 752, 754, 758, 761, 762, 804, 808, 814, 821, 829, 830","p.ix, xi, etc."
80,Focused,陈诗武,Tan See Boo,Chen Shiwu,1833,"1832, 新华历史人物列传, p84",Nil,Nil,1884,"1883, 新华历史人物列传, p84",Nil,Nil,闽,Hokkien,100,中国,China,中国,China,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/keptfrcss1A&label=Tan,%20See%20Boo",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, xxxvii, 136, 137, 138, 327, 801, 826","p.viii, xxxvii, etc."
